feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,labels
0.19535141568248218,2.100090290085113,-2.420573291390315,0.6292835478726894,-1.0471388396383927,0.7717543672906881,-1.540232051135828,-2.490717096219447,1
-2.64526003713219,1.2354670109853598,2.1700540787714875,-0.3382451414533273,0.11361080987593791,1.022119726922992,-0.7616781044392743,-0.1014353423239886,0
3.5397473597907414,0.5910971087947325,3.358953722186083,-5.904391040892662,0.30938975769899024,-2.308706278169084,-1.099218063785101,4.250243044270572,1
-0.9116755678309943,-0.617754051551871,-2.928706051162467,1.6297857436743246,-3.0804541531832137,0.07455166650004741,0.7849174891176298,-0.21745944437162348,1
0.09974754898582877,0.42169276140204726,-0.16776107844233654,-0.42788286126026365,-1.1827343568844109,-0.1669546943636939,0.6237829664127348,-1.4942893523451877,1
-0.7675005969221158,0.5130656260859077,1.4144652719536042,1.7202278958575377,-0.769273593308974,1.3586041981400885,-2.0856860655744303,-2.898235734775662,0
-1.0896745314483378,-1.8117718086522714,1.8904488900279437,-2.0111426507522507,-0.9302037437907426,-2.399048621111061,-1.9249531601015204,1.5905067968833957,1
0.13353942353284043,-2.7213270420045528,0.8050045086858639,-0.5568629688778086,-0.6674541971595386,1.1795049321967572,1.21991337600628,0.30185430287728054,1
0.12901833945221033,-0.5753945786500269,-2.529902898679877,-1.6796741384369847,-1.4045068811083297,-0.695240038634416,0.2961652850566454,1.313949686384121,0
-0.5603697504042541,1.2490976049881475,-0.05806433340287994,0.3634869818533143,0.46129978346376865,0.4916088418155279,1.9742928448188621,1.0933053555877115,1
-2.115135298535889,-0.589960165326416,0.7829340602788727,1.0613465439155636,0.4281449213874474,0.400888688661888,-0.2243667661894805,1.4099945355148646,0
-0.879732509110288,0.6755477388378601,-3.023798350778086,0.6959892185591793,-0.35643358431463557,-0.5101765570362481,0.8648430197105262,1.5763293807424428,1
-0.8303339257888851,0.07824690598624698,-2.215420172992293,1.5361108373364327,1.6885943180319312,-1.3273316292382789,-0.23437933321805435,-0.466116475314457,1
0.5339926643050567,-0.5646803136785777,-2.045059416362715,-1.5126945303662813,-0.5472895821900586,0.1608411276843161,-0.33996169645212415,0.9929771060133242,0
0.8631272044752129,-1.4652719631774884,-0.20631774866171854,-0.2216033238392943,0.2502340297493453,-2.448280703311398,-1.9606094673278283,0.5976022484485138,1
-4.881052891718632,-0.43865939525641817,2.052925486539532,2.0963015335282575,-1.3103332868353674,1.3004466535942043,-0.24897154621083809,1.632910089892291,0
1.5363615664499914,0.1010513468769669,2.687524364489396,-5.022320057983225,2.4906207794523474,-0.7092287454874272,-2.2584299885588623,5.736025123709625,1
-1.4317438460881127,-0.4390625016008177,0.6305392094338342,1.4520417330069217,1.1266895977087077,2.7100906091107206,1.0723330287916977,0.736043156769425,1
-0.7345827328543176,3.486626719143758,-1.31604798848098,1.0924350397990708,-1.2560239117746825,0.6043101347652777,1.8065137428641422,3.5861828613223765,0
-0.0942136102571469,0.8306243750735869,0.2765116888648482,-0.8292484867858362,1.1025556940613617,1.1759740617649919,-0.49885923874286553,-1.6140775675356986,0
0.4985762438582211,4.126650618623049,-3.4664285316046355,-0.02470164764355688,-1.4193741779706819,0.21067267095255635,-0.6614162317103518,-1.724980521583494,0
1.3499955747023318,4.263077357117042,-4.100234916616905,0.06409661673463037,-1.004452438566414,0.009944856044367664,0.6372322964206419,-0.15522694178050958,0
-0.3035431457680848,-1.1552927956423917,-1.9283270667623276,-0.4451231786572277,-0.6328520692549106,-4.8557291059897265,0.10040047248175892,-0.13957598506779473,0
-1.1826102550680118,0.3969262972365205,0.7045146123867906,0.06110991919640148,0.2090795276677994,0.79674269549443,0.13084568769408444,-0.5599601680661066,0
0.9388239448715451,1.022531689515638,-0.10719877321412416,0.5762335915735073,-0.0698190339923133,0.9908574510407737,-1.5583970606974928,-1.461635365902473,0
1.968010155872526,-0.0184770783204026,-1.3470536561900504,-0.17789783451879534,-1.8162809154279562,0.3234858103534691,-0.9426905880069821,-2.8100685080185057,1
-0.03752967877142857,2.060681454569418,0.7698662280278882,-0.35617315561215535,0.4493428112499551,3.57177374846803,2.8138396679809596,0.6752598075399704,1
